ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7077785,Source1,1,2020-06-10T10:59:56.000+08:00,2020-06-10T11:49:54.000+08:00,28.04055,-82.73816,28.04055,-82.73816,0.0,At SR-586/Curlew Rd - Accident.,Northside Dr,Clearwater,Pinellas,FL,33761-2217,US,US/Eastern,KPIE,2020-06-10T10:53:00.000+08:00,87.0,87.0,72.0,30.03,10.0,NE,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7078480,Source1,4,2020-06-10T15:32:18.000+08:00,2020-06-10T18:31:09.000+08:00,40.65406,-105.1799,40.65782,-105.15672,1.242,Closed between CR-54g/CR-56 and CR-21C/N Overland Trl - Road closed due to accident.,US Highway 287,Laporte,Larimer,CO,80535-9601,US,US/Mountain,KFNL,2020-06-10T15:56:00.000+08:00,75.0,75.0,22.0,25.11,10.0,VAR,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-98,Source2,2,2016-02-11T07:53:55.000+08:00,2016-02-11T08:23:55.000+08:00,39.687389,-84.23796800000002,,,0.0,Accident on Vance Rd at Main St. Expect delays.,Vance Rd,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,2016-02-11T07:53:00.000+08:00,9.0,,77.0,30.26,9.0,Calm,,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2982797,Source2,2,2018-01-31T15:10:18.000+08:00,2018-01-31T15:39:48.000+08:00,33.763489,-117.83078799999998,,,0.0,Two lanes blocked due to accident on CA-55 Northbound at Exit 12 17th St.,CA-55 N,Santa Ana,Orange,CA,92705,US,US/Pacific,KSNA,2018-01-31T14:53:00.000+08:00,73.0,,33.0,29.91,10.0,SSW,6.9,,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5771380,Source1,2,2021-10-11T13:57:00.000+08:00,2021-10-11T16:02:36.000+08:00,38.543744,-121.47375900000002,38.545131,-121.473791,0.096,Accident on 12th Ave (CA-99) from I-80 Bus (CA-99) to CA-99 N.,CA-99 N,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2021-10-11T13:53:00.000+08:00,69.0,69.0,19.0,29.89,10.0,NW,21.0,0.0,Fair / Windy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3496563,Source1,2,2016-09-06T12:44:46.000+08:00,2016-09-06T18:44:46.000+08:00,40.95112,-74.07259,40.94849,-74.07224000000002,0.183,At Midland Ave - Accident.,State Route 17,Paramus,Bergen,NJ,07652,US,US/Eastern,KTEB,2016-09-06T12:51:00.000+08:00,81.0,,50.0,29.96,10.0,NNE,15.0,,Overcast,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6312544,Source1,2,2021-09-01T12:32:30.000+08:00,2021-09-01T12:55:30.000+08:00,30.365078000000004,-97.71613,30.365569,-97.717865,0.109,Stationary traffic from Pointer Ln to Research Blvd due to accident.,Payton Gin Rd,Austin,Travis,TX,78758-6439,US,US/Central,KATT,2021-09-01T12:51:00.000+08:00,93.0,93.0,49.0,29.14,10.0,SW,6.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4040964,Source1,2,2022-02-18T23:12:00.000+08:00,2022-02-19T00:27:25.000+08:00,27.980441,-82.360354,27.979971000000006,-82.360407,0.033,Incident on N US-301 near N US HIGHWAY 301 Drive with caution.,N US Highway 301,Tampa,Hillsborough,FL,33619-1259,US,US/Eastern,KTPF,2022-02-18T23:15:00.000+08:00,72.0,72.0,94.0,30.1,10.0,SSW,5.0,0.0,Cloudy,false,false,true,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-679582,Source2,2,2022-03-11T04:10:46.000+08:00,2022-03-11T05:29:44.000+08:00,42.152328000000004,-71.105568,,,0.0,Crash on MA-138 Turnpike St at New Boston Dr.,New Boston Dr,Canton,Norfolk,MA,02021,US,US/Eastern,KOWD,2022-03-11T04:02:00.000+08:00,26.0,26.0,84.0,30.07,0.5,CALM,0.0,0.0,Fog,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-6685831,Source1,2,2020-12-20T21:27:00.000+08:00,2020-12-21T00:12:39.000+08:00,38.520863,-121.477276,38.520891,-121.470885,0.345,Incident on 35TH AVE near HOUSE 3060 Right shoulder closed.,28th St,Sacramento,Sacramento,CA,95824-2435,US,US/Pacific,KSAC,2020-12-20T21:21:00.000+08:00,42.0,42.0,89.0,30.2,1.0,ESE,3.0,0.0,Fog,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-617959,Source2,3,2022-05-18T19:48:13.000+08:00,2022-05-18T20:23:34.000+08:00,40.629696,-74.01696,,,0.0,Left lane blocked due to crash on I-278 Brooklyn Queens Expy Eastbound at Exit 20 7th Ave.,Brooklyn Queens Expy,Brooklyn,Kings,NY,11209,US,US/Eastern,KJRB,2022-05-18T19:51:00.000+08:00,66.0,66.0,45.0,29.77,10.0,VAR,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1039421,Source3,3,2021-05-19T15:06:11.000+08:00,2021-05-19T16:37:53.000+08:00,32.497189,-92.11348000000001,,,0.0,Two lanes blocked due to accident on I-20 Eastbound at Jackson St.,I-20 E,Monroe,Ouachita,LA,71201,US,US/Central,KMLU,2021-05-19T14:53:00.000+08:00,82.0,82.0,67.0,29.84,10.0,SE,8.0,0.0,Light Rain,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3063243,Source2,2,2018-01-12T13:19:19.000+08:00,2018-01-12T14:00:00.000+08:00,27.949551,-82.354225,,,0.0,Accident on US-301 at FL-60 Adamo Dr.,N US Highway 301,Tampa,Hillsborough,FL,33619,US,US/Eastern,KTPF,2018-01-12T13:15:00.000+08:00,69.8,,94.0,29.87,7.0,West,12.7,,Light Rain,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-1522052,Source2,4,2020-03-10T12:39:19.000+08:00,2020-03-10T21:53:47.000+08:00,34.167229,-88.064819,,,5.860000133514402,One lane blocked due to accident on I-22 Westbound from Exit 11 AL-17 to Exit 7 AL-74.,AL-4 E,Hamilton,Marion,AL,35570,US,US/Central,K1M4,2020-03-10T12:56:00.000+08:00,64.0,64.0,90.0,29.26,10.0,SW,10.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4634685,Source1,2,2022-05-27T06:37:07.000+08:00,2022-05-27T08:38:32.000+08:00,40.694657,-74.26185500000003,40.693144,-74.264101,0.157,NJ Turnpike Auth.: Crash on Garden State Parkway southbound area of Exit 140 - US 22/NJ 82 (Union Twp) All lanes open,Morris Ave,Union,Union,NJ,07083,US,US/Eastern,KEWR,2022-05-27T06:51:00.000+08:00,69.0,69.0,87.0,29.96,1.0,S,6.0,0.0,Fog,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3791061,Source1,2,2022-09-01T13:25:00.000+08:00,2022-09-01T14:40:43.000+08:00,26.842598,-80.104003,26.830716,-80.097615,0.911,Incident on I-95 SB near PGA BLVD Drive with caution.,I-95 S,Palm Beach Gardens,Palm Beach,FL,33410,US,US/Eastern,KPBI,2022-09-01T13:42:00.000+08:00,86.0,86.0,72.0,30.0,10.0,NE,6.0,0.01,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6934630,Source1,2,2020-09-28T01:49:46.000+08:00,2020-09-28T03:04:55.000+08:00,45.196841,-93.557413,45.191041,-93.545983,0.6859999999999999,Incident on I-94 EB near MN-241 Drive with caution.,I-94 E,Rogers,Hennepin,MN,55374,US,US/Central,KMIC,2020-09-28T01:53:00.000+08:00,52.0,52.0,86.0,28.88,10.0,W,5.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-2344909,Source2,2,2019-01-18T05:55:23.000+08:00,2019-01-18T06:25:11.000+08:00,35.22197,-80.821968,,,0.0,Accident on Central Ave at Louise Ave.,E 10th St,Charlotte,Mecklenburg,NC,28204-2053,US,US/Eastern,KCLT,2019-01-18T05:52:00.000+08:00,43.0,41.3,97.0,30.1,5.0,WSW,3.5,,Overcast,false,false,true,false,false,true,false,false,false,false,false,true,false,Night,Night,Night,Night
A-6052098,Source1,2,2021-06-22T15:02:30.000+08:00,2021-06-22T17:33:21.000+08:00,36.826663,-76.0671,36.833415,-76.066991,0.467,Stationary traffic on VA-414 from Guardian Ln to Potters Rd due to accident.,Lynnhaven Pkwy,Virginia Beach,Virginia Beach,VA,23452-7303,US,US/Eastern,KNTU,2021-06-22T14:56:00.000+08:00,77.0,77.0,82.0,29.75,0.5,W,21.0,0.39,Heavy T-Storm / Windy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3461771,Source1,2,2017-01-23T13:07:56.000+08:00,2017-01-23T19:07:56.000+08:00,35.27003,-89.65034,35.26688,-89.65642,0.406,At TN-205/Exit 25 - Accident.,I-40 W,Arlington,Shelby,TN,38002,US,US/Central,KNQA,2017-01-23T12:50:00.000+08:00,48.2,,71.0,29.8,10.0,NNW,10.4,,Overcast,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2153897,Source2,2,2019-04-08T08:13:40.000+08:00,2019-04-08T09:29:26.000+08:00,35.409714,-80.858177,,,3.869999885559082,Accident on I-77 Southbound from Exit 25 NC-73 Sam Furr Rd to Exit 23 Gilead Rd.,I-77 S,Huntersville,Mecklenburg,NC,28078,US,US/Eastern,KJQF,2019-04-08T07:53:00.000+08:00,66.0,66.0,94.0,29.34,4.0,SSW,3.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4320064,Source1,2,2022-08-13T12:35:00.000+08:00,2022-08-13T15:30:00.000+08:00,35.897139,-77.930913,35.880038,-77.948625,1.5419999999999998,The right lane is closed north of Exit 132 West Mount Drive. ,I-95,Elm City,Nash,NC,27822,US,US/Eastern,KRWI,2022-08-13T12:53:00.000+08:00,84.0,84.0,29.0,30.02,10.0,NNE,14.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4304445,Source1,2,2022-12-05T11:58:30.000+08:00,2022-12-05T12:09:30.000+08:00,33.889042,-84.25543499999998,33.896968,-84.26567299999998,0.8029999999999999,Slow traffic on I-285 W - GA-407 W from Chamblee Tucker Rd/Exit 34 (I-285) to US-23/Buford Hwy/Exit 32 (I-285) due to accident.,GA-407 W,Atlanta,DeKalb,GA,30340,US,US/Eastern,KPDK,2022-12-05T11:53:00.000+08:00,47.0,45.0,97.0,29.06,6.0,E,5.0,0.04,Light Rain,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5231801,Source1,2,2022-01-23T18:24:30.000+08:00,2022-01-23T18:50:00.000+08:00,40.064561,-76.337214,40.07094,-76.32450899999998,0.8029999999999999,Slow traffic on US-30 E - Lincoln Hwy E from PA-741 (US-30) to PA-283 (US-30) due to accident.,US-30,Lancaster,Lancaster,PA,17601,US,US/Eastern,KLNS,2022-01-23T18:53:00.000+08:00,29.0,29.0,85.0,29.35,6.0,CALM,0.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Day
A-2663061,Source2,3,2018-08-22T11:47:38.000+08:00,2018-08-22T12:17:24.000+08:00,34.191143,-117.361313,,,0.0,#2 lane blocked due to accident on I-215 Northbound at Exit 50 CA-206 Palm Ave.,I-215 N,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2018-08-22T11:48:00.000+08:00,87.8,,35.0,30.03,3.0,WSW,6.9,,Haze,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3497971,Source1,3,2016-09-09T19:37:52.000+08:00,2016-09-10T01:37:52.000+08:00,36.0352,-79.794,36.03633,-79.78905999999998,0.287,At Elm-Eugene St/Exit 125 - Accident.,I-85 Bus N,Greensboro,Guilford,NC,27406,US,US/Eastern,KGSO,2016-09-09T19:54:00.000+08:00,87.1,,46.0,29.98,10.0,WSW,3.5,,Scattered Clouds,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Day,Day,Day
A-135017,Source2,2,2016-10-18T07:48:05.000+08:00,2016-10-18T08:32:45.000+08:00,28.465259999999997,-81.396873,,,0.0,Accident on Lancaster Rd at US-441 Orange Blossom Trl.,W Lancaster Rd,Orlando,Orange,FL,32809,US,US/Eastern,KMCO,2016-10-18T07:53:00.000+08:00,71.1,,90.0,30.01,10.0,NNW,3.5,,Partly Cloudy,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-272803,Source2,2,2017-01-24T09:48:49.000+08:00,2017-01-24T10:33:35.000+08:00,30.232428000000002,-97.627434,,,0.01,Accident on FM-973 at Harold Green Dr.,Harold Green Dr,Austin,Travis,TX,78725,US,US/Central,KAUS,2017-01-24T09:53:00.000+08:00,64.9,,73.0,29.77,10.0,SSW,17.3,,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-6499002,Source1,2,2021-02-19T03:12:00.000+08:00,2021-02-19T17:51:01.000+08:00,33.811370000000004,-118.290394,33.809831,-118.289731,0.113,Slow traffic from Lindencliff St to I-110 S due to accident.,S Vermont Ave,Torrance,Los Angeles,CA,90502,US,US/Pacific,KTOA,2021-02-19T08:51:00.000+08:00,55.0,55.0,36.0,30.17,10.0,CALM,0.0,,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-4166675,Source1,2,2022-01-03T11:28:16.000+08:00,2022-01-03T12:46:23.000+08:00,39.007942,-77.019542,39.008712,-77.01835600000003,0.083,Incident on COLESVILLE RD near COLESVILLE RD Drive with caution.,Colesville Rd,Silver Spring,Montgomery,MD,20901-4817,US,US/Eastern,KCGS,2022-01-03T11:35:00.000+08:00,29.0,22.0,94.0,30.0,0.5,N,7.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,true,false,false,false,false,Day,Day,Day,Day
A-7540674,Source1,3,2018-09-25T02:55:43.000+08:00,2018-09-25T03:25:35.000+08:00,35.161120000000004,-78.71424,35.15716,-78.71843,0.362,At Wade-Stedman Rd/Exit 61 - Accident. One lane blocked.,I-95 S,Godwin,Cumberland,NC,28344,US,US/Eastern,KHRJ,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-2731177,Source2,3,2018-07-30T15:23:42.000+08:00,2018-07-30T15:52:40.000+08:00,39.733574,-86.044151,,,0.0,Right lane closed due to accident on I-74 Westbound at Exit 94 I-465.,I-74 W,Indianapolis,Marion,IN,46239,US,US/Eastern,KMQJ,2018-07-30T15:16:00.000+08:00,66.2,,100.0,30.07,7.0,East,8.1,,Overcast,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2972800,Source2,2,2018-03-28T10:31:24.000+08:00,2018-03-28T12:32:42.000+08:00,40.031395,-76.481537,,,0.0,Accident on Malleable Rd at PA-462 Lancaster Ave.,Lancaster Ave,Columbia,Lancaster,PA,17512-1939,US,US/Eastern,KLNS,2018-03-28T10:40:00.000+08:00,43.0,39.5,86.0,30.07,6.0,WNW,5.8,0.0,Light Rain,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-7507560,Source1,2,2018-11-23T15:39:51.000+08:00,2018-11-23T16:09:50.000+08:00,40.0373,-75.24707,40.06684,-75.31103,3.951,Between Hollow Rd/Exit 337 and Matsonford Rd/Exit 332 - Accident. Lane blocked.,Schuylkill Expy W,Narberth,Montgomery,PA,19072,US,US/Eastern,KLOM,2018-11-23T15:35:00.000+08:00,32.0,27.5,25.0,30.48,10.0,SW,4.6,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4148048,Source1,2,2022-09-19T01:53:00.000+08:00,2022-09-19T04:24:38.000+08:00,37.100006,-80.556483,37.091025,-80.576801,1.28,Incident on I-81 SB near MM 107 Right lane blocked. Expect delays.,I-81 S,Radford,Radford,VA,24141,US,US/Eastern,KPSK,2022-09-19T01:55:00.000+08:00,57.0,57.0,100.0,27.91,7.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-4935208,Source1,2,2022-06-07T09:08:00.000+08:00,2022-06-07T10:26:30.000+08:00,40.662578,-111.901206,40.691785,-111.903085,2.02,Slow traffic on I-15 N from UT-173/5300/Exit 303 (I-15) to UT-171/Exit 306 (I-15) due to accident.,I-15 N,Salt Lake City,Salt Lake,UT,84107,US,US/Mountain,KU42,2022-06-07T08:54:00.000+08:00,66.0,66.0,38.0,25.74,10.0,CALM,0.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6393200,Source1,2,2021-02-10T19:35:00.000+08:00,2021-02-10T21:57:00.000+08:00,44.982958,-93.287733,44.972022,-93.28758,0.7559999999999999,Stationary traffic on I-94 E - US-52 E - MN-55 E from 4th St/Exit 230 (I-94) to I-394/US-12/Exit 231 (I-94) due to accident.,I-94 E,Minneapolis,Hennepin,MN,55405,US,US/Central,KMIC,2021-02-10T19:53:00.000+08:00,-2.0,-20.0,54.0,29.52,10.0,NW,13.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-6657951,Source1,4,2020-11-20T15:24:00.000+08:00,2020-11-20T17:32:47.000+08:00,37.491502,-77.805052,37.490855,-77.80458399999998,0.052000000000000005,On Rt. 622 in the County of Powhatan in the vicinity of Stavemill Rd; Rt. 634N/S (Powhatan County) motorists can expect delays due to a vehicle crash. All North lanes are closed.,Dorset Rd,Powhatan,Powhatan,VA,23139-7813,US,US/Eastern,KFCI,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2132057,Source2,2,2019-05-30T05:49:32.000+08:00,2019-05-30T06:49:23.000+08:00,34.037788,-86.449867,,,0.0,Accident on AL-75 at CR-26.,State Highway 75,Oneonta,Blount,AL,35121-5452,US,US/Central,KGAD,2019-05-30T05:56:00.000+08:00,63.0,63.0,100.0,29.36,8.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,true,false,false,false,Day,Day,Day,Day
A-1771678,Source2,2,2019-10-23T11:14:43.000+08:00,2019-10-23T12:17:00.000+08:00,42.99604,-83.693169,,,0.0,Accident on Fenton Rd at Ossington Ave.,Ossington Ave,Flint,Genesee,MI,48507-1641,US,US/Eastern,KFNT,2019-10-23T10:53:00.000+08:00,50.0,50.0,57.0,29.06,10.0,WSW,16.0,0.0,Fair,false,false,true,false,false,false,false,false,true,false,false,false,false,Day,Day,Day,Day
A-4231436,Source1,4,2022-10-16T23:21:00.000+08:00,2022-10-17T01:21:00.000+08:00,34.417061,-78.73501,34.417466,-78.73505899999998,0.028,The road is closed near NC 131,James B White Hwy N,Whiteville,Columbus,NC,28472-6689,US,US/Eastern,KCPC,2022-10-16T23:15:00.000+08:00,64.0,64.0,82.0,29.86,10.0,SW,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5842695,Source1,2,2021-09-15T19:36:00.000+08:00,2021-09-15T20:14:30.000+08:00,39.905352,-75.095343,39.913641,-75.09094300000002,0.618,Stationary traffic on US-130 N from NJ-168/Crescent Blvd/Mount Ephraim Ave (Crescent Blvd/US-130) to US-30/White Horse Pike/Woodlynne Ave (Crescent Blvd/US-130) due to accident.,Crescent Blvd,Haddon Township,Camden,NJ,08107-1875,US,US/Eastern,KPHL,2021-09-15T19:54:00.000+08:00,81.0,81.0,65.0,29.97,10.0,S,9.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-6108580,Source1,2,2021-06-01T22:32:06.000+08:00,2021-06-01T23:47:08.000+08:00,44.731862,-94.334629,44.732247,-94.328018,0.326,Incident on US-212 near PILOT AVE Drive with caution.,Highway 212,Brownton,McLeod,MN,55312,US,US/Central,KHCD,2021-06-01T22:35:00.000+08:00,63.0,63.0,54.0,28.87,10.0,SE,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Day
A-3949404,Source1,2,2022-07-12T17:35:16.000+08:00,2022-07-12T18:58:27.000+08:00,33.007477,-80.10253900000002,33.006512,-80.10226999999998,0.068,Incident on TALL PINES RD near LOBLOLLY CIR Drive with caution.,Tall Pines Rd,Ladson,Berkeley,SC,29456-3185,US,US/Eastern,KCHS,2022-07-12T17:47:00.000+08:00,87.0,87.0,67.0,29.88,10.0,W,7.0,0.0,Thunder in the Vicinity,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6156271,Source1,2,2021-09-01T12:12:00.000+08:00,2021-09-01T13:29:31.000+08:00,35.262519121001894,-118.03628325406055,35.2853491210019,-118.01846325406055,1.87,Incident on CA-14 NB near HOUSE 3200 Right shoulder closed.,Midland Trl,Mojave,Kern,CA,93501,US,US/Pacific,KMHV,2021-09-01T12:20:00.000+08:00,93.0,93.0,9.0,26.92,10.0,WNW,22.0,0.0,,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4837528,Source1,2,2022-05-04T11:21:00.000+08:00,2022-05-04T12:40:15.000+08:00,29.752961397029143,-81.3484275337155,29.786821397029147,-81.36201753371549,2.477,Incident on I-95 NB near MM 306 Drive with caution.,I-95 N,Saint Augustine,St. Johns,FL,32086,US,US/Eastern,KSGJ,2022-05-04T10:56:00.000+08:00,80.0,80.0,67.0,30.09,10.0,WSW,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2468756,Source2,2,2018-11-20T14:44:39.000+08:00,2018-11-20T15:14:31.000+08:00,35.103725,-80.771362,,,0.0,Accident on NC-51 Pineville-Matthews Rd at Beckmore Pl.,Beckmore Pl,Charlotte,Mecklenburg,NC,28270,US,US/Eastern,KEQY,2018-11-20T14:53:00.000+08:00,63.0,,40.0,30.03,10.0,NW,8.1,,Clear,false,false,true,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1236218,Source2,2,2020-12-09T07:54:31.000+08:00,2020-12-09T08:24:13.000+08:00,26.08692000000001,-80.206329,,,0.0,Accident on I-595 Westbound after FL-7.,I-595 W,Fort Lauderdale,Broward,FL,33314,US,US/Eastern,KFLL,2020-12-09T07:53:00.000+08:00,50.0,50.0,71.0,30.19,10.0,NNW,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3496990,Source1,2,2016-09-07T11:50:51.000+08:00,2016-09-07T17:50:51.000+08:00,35.067543,-80.818135,35.067322999999995,-80.818077,0.016,At Piper Glen Dr - Accident.,Rea Rd,Charlotte,Mecklenburg,NC,28277,US,US/Eastern,KEQY,2016-09-07T11:53:00.000+08:00,87.1,,46.0,30.19,10.0,West,4.6,,Clear,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-89925,Source2,2,2016-08-15T22:55:37.000+08:00,2016-08-15T23:40:37.000+08:00,32.724182,-117.155449,,,0.0,Right hand shoulder blocked due to accident on CA-163 11th Ave Southbound at Exits 1A 1B I-5.,CA-163 N,San Diego,San Diego,CA,92101,US,US/Pacific,KSAN,2016-08-15T22:51:00.000+08:00,73.9,,71.0,29.86,10.0,North,6.9,,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
